rank,user_id,pro_score,pro_score_raw,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,total_ads_last_12m,avg_ad_lifetime_days,questions_per_ad_avg,rating_seller,reviews_count,response_time_minutes,total_deals_last_12m,deal_success_rate,contacts_per_ad_avg,followers_count,avg_views_per_day,score_total_ads_last_12m,score_avg_ad_lifetime_days,score_questions_per_ad_avg,score_rating_seller,score_reviews_count,score_response_time_minutes,score_total_deals_last_12m,score_deal_success_rate,score_contacts_per_ad_avg
529,fe12aacbcb49dd70,77.49,0.7748950438906814,Активный,Пермь,Приволжский,Недвижимость,Коммерческая,Торговые площади,91,4.6,3.6,5.0,120,13.7,41,0.99,6.2,90,329,0.8466570320225146,0.5359995682210709,0.7398012220785477,0.9109605294381311,0.8427397885449152,0.7676645388509795,0.728619963996856,0.959344337111128,0.5261403108440456
530,a8e261f0b20a465b,77.49,0.7748577383284798,Постоянный клиент,Казань,Приволжский,Хобби и отдых,Спорт и отдых,Палатки,137,4.3,2.4,4.9,181,4.2,113,0.84,9.4,122,40,0.9259526888263482,0.5914966537132987,0.5342410182297609,0.7600917552139637,0.9239750513425116,0.985939907550077,0.9484926852767425,0.56775943814812,0.8580284475545752
531,23491c3df4a5148c,77.49,0.7749200328202839,Активный,Казань,Приволжский,Одежда и обувь,Обувь,Puma,399,3.5,1.2,5.0,532,5.6,197,0.99,1.0,160,131,0.997565984635278,0.7232836787564767,0.222547602748409,0.9109605294381311,0.9976547247787835,0.9673261060972925,0.9866002383306711,0.959344337111128,0.05930377018838265
532,c02be96c230f8185,77.47,0.7747224073889702,Постоянный клиент,Екатеринбург,Уральский,Электроника,Аудио,Apple,272,4.8,3.0,4.9,367,15.4,254,0.81,8.7,169,40,0.9846606323369083,0.49829987046632124,0.6504018660784463,0.7600917552139637,0.9851930731979412,0.7215633942328857,0.9938515757714054,0.4693719733272483,0.8028827869475926
533,a7ffb28d5da7cf73,77.47,0.7747461716833637,Активный,Красноярск,Сибирский,Одежда и обувь,Одежда,Спортивная,78,1.6,5.8,4.7,103,22.1,65,0.87,10.8,590,138,0.8060901092771482,0.928270725388601,0.920780406176314,0.46923036359321857,0.8023249917598438,0.5537227602905569,0.8609949037803302,0.6636495017874801,0.9349788291371922
534,37261fa346d25c67,77.46,0.7745520776564513,Спящий,Санкт-Петербург,Северо-Западный,Услуги,Обучение,Английский,282,4.7,4.8,5.0,375,133.5,136,0.83,7.4,60,520,0.9860044116528486,0.5169068436960277,0.8617808879085216,0.9109605294381311,0.9858903171826272,0.016646489104116223,0.9659111077305342,0.5346720417839305,0.6710529651885094
535,9223496829310bb4,77.45,0.7744646663770891,Постоянный клиент,Краснодар,Южный,Авто,Автомобили,Toyota,71,3.7,5.0,5.0,96,,59,0.97,4.7,10,183,0.7770213736974214,0.6923035405872193,0.876131436829695,0.9109605294381311,0.7796455465125124,0.5,0.8377703405086078,0.8974290712710123,0.3438046702669811
536,8df111f6f7678af6,77.45,0.7745266518384111,Новичок,Пермь,Приволжский,Электроника,Игровые приставки,Sony,75,0.9,3.2,5.0,107,6.3,60,0.57,6.1,47,265,0.7952511346061205,0.9632313255613126,0.682246900433559,0.9109605294381311,0.8123019193225324,0.9552333259960378,0.8420932532136609,0.01959889455135519,0.5136913364265612
537,77911ee29d5362d6,77.42,0.7741832768202709,Активный,Владивосток,Дальневосточный,Услуги,Ремонт,Телефонов,231,4.0,5.0,4.9,307,34.1,213,0.81,3.2,281,1110,0.9764711848076875,0.6431212219343696,0.876131436829695,0.7600917552139637,0.9761542557237393,0.34155569007263925,0.9892624426358358,0.4693719733272483,0.19212241068938415
538,0a77b69613244823,77.4,0.7740153184826686,Новичок,Екатеринбург,Уральский,Недвижимость,Квартиры,Аренда,175,0.5,3.7,4.6,235,24.0,148,0.92,5.9,435,285,0.9549707157526431,0.987626835060449,0.7527192515402753,0.3186120705565956,0.9555538652671078,0.514596632181378,0.9719581146522654,0.8003093227859335,0.4890849623488248
539,84c4905041012172,77.4,0.7740364675929583,Новичок,Екатеринбург,Уральский,Электроника,Смартфоны и телефоны,Realme,119,3.1,9.2,4.8,157,62.1,84,0.98,3.5,145,1829,0.9030450546385741,0.7830175949913645,0.9881468522603383,0.6232499274922878,0.9012068659516747,0.12444970283953335,0.9099794629953601,0.9119444233158388,0.22008823305697117
540,1b58b1bb844fe8c9,77.4,0.7740364675929583,Новичок,Екатеринбург,Уральский,Электроника,Смартфоны и телефоны,Realme,119,3.1,9.2,4.8,157,62.1,84,0.98,3.5,145,1829,0.9030450546385741,0.7830175949913645,0.9881468522603383,0.6232499274922878,0.9012068659516747,0.12444970283953335,0.9099794629953601,0.9119444233158388,0.22008823305697117
541,c6b659b736f0c77a,77.4,0.7739568035766702,Постоянный клиент,Самара,Приволжский,Электроника,Ноутбуки,Acer,86,9.7,7.2,5.0,115,2.0,36,0.99,12.4,356,136,0.8324332547349205,0.014086787564766839,0.9626277224208312,0.9109605294381311,0.8323064831013413,0.9991745542593,0.6823990263938541,0.959344337111128,0.9785122081083136
542,0393998bf85ca6d9,77.39,0.7739129152905743,Активный,Казань,Приволжский,Дом и сад,Кухонная техника,Bosch,207,5.3,3.3,5.0,277,9.8,122,0.73,6.7,30,221,0.9689789812631525,0.40948834196891193,0.697865165690525,0.9109605294381311,0.9691184300600898,0.8747386088487783,0.9564919753555944,0.2292031135113207,0.5887401435054892
543,f8cb5d979f942af6,77.39,0.7738777843379168,Активный,Новосибирск,Сибирский,Дом и сад,Инструменты,Bosch,121,3.3,4.8,4.8,166,28.4,89,0.96,3.5,146,642,0.9064171800917826,0.754871006044905,0.8617808879085216,0.6232499274922878,0.9108161557769834,0.4302223200528285,0.9184478081184554,0.8820770264445628,0.22008823305697117
544,e8e0837febe2ad44,77.39,0.7739493400765175,Активный,Новосибирск,Сибирский,Услуги,Обучение,Программирование,142,7.5,7.8,4.9,191,25.1,129,0.99,9.4,415,151,0.9307066250855709,0.11232998704663212,0.9733906341117111,0.7600917552139637,0.9314926092137623,0.49188311688311687,0.9616769351689866,0.959344337111128,0.8580284475545752
545,08621f9968c31ef1,77.36,0.7735567389210868,Спящий,Уфа,Приволжский,Хобби и отдых,Музыкальные инструменты,Гитары,150,3.0,2.9,5.0,196,94.7,98,0.93,7.3,301,230,0.9376410334423569,0.7957011010362695,0.6331736010750234,0.9109605294381311,0.9345478055830228,0.04610114461809377,0.9314672548870465,0.8231282168302021,0.659136431632058
546,8e777203196da268,77.35,0.7734703504683351,Новичок,Владивосток,Дальневосточный,Одежда и обувь,Обувь,Adidas,100,2.9,2.7,5.0,132,23.1,47,0.98,6.1,289,207,0.8674475799295149,0.807939335060449,0.5954210085951167,0.9109605294381311,0.864658603990771,0.5320685670261941,0.7737126340610025,0.9119444233158388,0.5136913364265612
547,7e63051087568f3c,77.35,0.7734509274328075,Активный,Омск,Сибирский,Дом и сад,Инструменты,DeWalt,300,,6.9,4.8,402,20.1,196,0.66,8.1,45,57,0.9880834664435486,0.5,0.9555918967571816,0.6232499274922878,0.9882736238939175,0.5995074840413823,0.9863086635734388,0.09227707208235085,0.7474835830734515
548,20c490628c91a625,77.35,0.7735217369309872,Активный,Воронеж,Центральный,Недвижимость,Коммерческая,Торговые площади,231,4.5,2.7,4.8,308,6.5,151,0.99,3.4,340,24,0.9764711848076875,0.5553621545768567,0.5954210085951167,0.6232499274922878,0.9764077989908978,0.9509272507153863,0.9730103192109734,0.959344337111128,0.21093532111254787
549,17015836e8560f90,77.35,0.7734769721809068,Спящий,Новосибирск,Сибирский,Хобби и отдых,Музыкальные инструменты,Гитары,153,3.3,4.2,4.7,205,12.4,136,0.69,15.0,905,97,0.9402144976040161,0.754871006044905,0.809411526076925,0.46923036359321857,0.9406708754849015,0.8038603345806735,0.9659111077305342,0.14081793057985345,0.9977688192490048
550,aa5aa179bb2dceec,77.35,0.7734548795432584,Уходящий,Красноярск,Сибирский,Авто,Запчасти,Toyota,188,1.4,3.9,4.8,253,112.9,101,0.98,4.2,76,18,0.9613473289216805,0.9402795768566494,0.7778580664790447,0.6232499274922878,0.9620192185796507,0.027652432313449264,0.9351563094242032,0.9119444233158388,0.287873025531807
551,2e14ed31016214cf,77.35,0.773543534338937,Постоянный клиент,Челябинск,Уральский,Электроника,Игровые приставки,Sony,122,4.4,5.4,4.8,163,31.8,74,0.99,7.6,114,212,0.9078496995512284,0.5738746761658031,0.9005222991303466,0.6232499274922878,0.9078243452245126,0.3737755888179617,0.8876549783220506,0.959344337111128,0.6942141426434421
552,e8dcbeb6f9901996,77.34,0.7733817898492685,Постоянный клиент,Красноярск,Сибирский,Дом и сад,Инструменты,Metabo,400,1.3,3.7,4.5,531,8.0,293,0.8,5.3,544,182,0.9988590552977865,0.9454879101899827,0.7527192515402753,0.19302871305402483,0.996361654116275,0.9179782082324455,0.9968307091605182,0.4370071752744606,0.4167237139017773
553,c216b0b11d44c780,77.33,0.7732922512788541,Новичок,Ростов-на-Дону,Южный,Услуги,Доставка,Курьер,223,1.3,2.9,4.7,298,11.0,159,0.85,1.5,382,296,0.9744174843437032,0.9454879101899827,0.6331736010750234,0.46923036359321857,0.9745442559772826,0.8432478538410741,0.9760908699069496,0.5995664410131589,0.07970132603128724
554,303ed7316a0462fb,77.33,0.7732913117387745,Новичок,Краснодар,Южный,Дом и сад,Мебель,Диваны,114,2.6,6.2,4.8,155,40.9,64,0.81,8.3,246,415,0.8954387566238179,0.8429943868739206,0.9358535534088892,0.6232499274922878,0.8987728505869527,0.2618589038080564,0.8572931720798154,0.4693719733272483,0.7673106665652494
555,ed76d3308a9b24bd,77.33,0.773266654757461,Новичок,Новосибирск,Сибирский,Одежда и обувь,Аксессуары,Очки,317,3.2,4.0,4.7,419,9.9,226,0.77,3.0,30,35,0.9896174032098578,0.7693221070811744,0.7886336553332827,0.46923036359321857,0.9893131512892676,0.8723310587717368,0.9911259856494511,0.3420932532136609,0.17594635024466926
556,2fcb1441474984c9,77.33,0.7732746700031129,Активный,Воронеж,Центральный,Дом и сад,Мебель,Диваны,84,1.8,2.2,4.8,111,3.9,57,0.99,9.0,27,21,0.826094673055957,0.9154657815198618,0.49097385968915597,0.6232499274922878,0.8222027839050734,0.9887876953554919,0.8295175071625973,0.959344337111128,0.8269820744910119
557,c7fa7ef639672d15,77.33,0.7733075647158628,Постоянный клиент,Уфа,Приволжский,Хобби и отдых,Спорт и отдых,Сноуборды,133,3.1,7.6,4.8,180,,79,0.82,0.0,517,225,0.9212621383839152,0.7830175949913645,0.9706650439897568,0.6232499274922878,0.9231510357242464,0.5,0.8993560001014173,0.5016733855632464,0.015770391217261225
558,6c9174fb0a408a13,77.29,0.7728558991919026,Уходящий,Новосибирск,Сибирский,Дом и сад,Инструменты,Metabo,257,2.9,5.0,4.7,342,34.3,167,0.88,4.2,145,53,0.9821885854821125,0.807939335060449,0.876131436829695,0.46923036359321857,0.9819857508683857,0.33869414483821264,0.978981263152557,0.6937324104358409,0.287873025531807
559,73dd18d49ce73a26,77.27,0.7727254889649495,Новичок,Ростов-на-Дону,Южный,Одежда и обувь,Аксессуары,Сумки,268,5.8,2.5,5.0,362,14.6,136,0.99,5.8,188,191,0.9838239395552851,0.32630343264248707,0.5541568418650643,0.9109605294381311,0.984356380416318,0.7436165529385869,0.9659111077305342,0.959344337111128,0.4760401612535179
560,8174ef6d5648c3b8,77.26,0.772593481292956,Новичок,Владивосток,Дальневосточный,Авто,Запчасти,VAG,397,5.9,6.2,5.0,533,41.1,285,0.81,5.6,133,961,0.9951192921071981,0.30999028497409326,0.9358535534088892,0.9109605294381311,0.9986688978474176,0.2603318291877614,0.9962095281559799,0.4693719733272483,0.452219771303973
561,003cc679c4868c3c,77.26,0.7725893172772268,Уходящий,Омск,Сибирский,Авто,Автомобили,Hyundai,78,3.7,4.5,5.0,103,28.7,51,0.97,5.9,211,60,0.8060901092771482,0.6923035405872193,0.8369336477269846,0.9109605294381311,0.8023249917598438,0.42518710103455865,0.7987753860196243,0.8974290712710123,0.4890849623488248
562,84e11bfe4190f84c,77.25,0.7724573912204392,Новичок,Казань,Приволжский,Одежда и обувь,Аксессуары,Очки,96,3.0,2.4,5.0,131,12.0,43,0.94,5.4,964,55,0.8587637230293349,0.7957011010362695,0.5342410182297609,0.9109605294381311,0.8629978955908826,0.8145085846357033,0.7452397251590984,0.8447301031921097,0.4286148931315129
563,781b0e88b4a7bcbb,77.25,0.7724518862183645,Новичок,Омск,Сибирский,Услуги,Доставка,Курьер,208,4.3,3.3,4.9,278,15.6,91,0.86,4.0,98,118,0.9694480363073958,0.5914966537132987,0.697865165690525,0.7600917552139637,0.969587485104333,0.7162667840633943,0.921642453284653,0.6318932075758729,0.26781775309956646
564,b6fa1ef46ee8efb0,77.25,0.7724518862183645,Новичок,Омск,Сибирский,Услуги,Доставка,Курьер,208,4.3,3.3,4.9,278,15.6,91,0.86,4.0,98,118,0.9694480363073958,0.5914966537132987,0.697865165690525,0.7600917552139637,0.969587485104333,0.7162667840633943,0.921642453284653,0.6318932075758729,0.26781775309956646
565,c1d18fc7e69e4a45,77.24,0.7724486304781472,Спящий,Казань,Приволжский,Авто,Шины и диски,Continental,195,5.4,5.8,5.0,262,48.7,175,0.76,9.7,76,200,0.964212367840572,0.39155602331606215,0.920780406176314,0.9109605294381311,0.9644659111077305,0.19828582434514638,0.9814659871707107,0.31170609264470983,0.87769072792272
566,91d2c176ee2698dc,77.23,0.7723462712649602,Постоянный клиент,Уфа,Приволжский,Дети и игрушки,Игрушки,Интерактивные,198,0.5,1.8,5.0,267,15.8,124,0.77,2.7,128,40,0.96526457239928,0.987626835060449,0.3920919854973251,0.9109605294381311,0.9660759108541873,0.7106812678846577,0.9580132349585456,0.3420932532136609,0.15207525164169267
567,d80274260c8ef4c5,77.22,0.7722066053284199,Активный,Омск,Сибирский,Недвижимость,"Дома, дачи, коттеджи",Продажа,371,4.6,4.3,4.8,495,,268,0.88,5.3,154,177,0.9935092923607414,0.5359995682210709,0.8194518394564032,0.6232499274922878,0.9935853553408889,0.5,0.995144646433914,0.6937324104358409,0.4167237139017773
568,b47bbc722f461fb7,77.21,0.7721135286041411,Спящий,Екатеринбург,Уральский,Недвижимость,Квартиры,Вторичка,161,5.9,3.5,5.0,220,,65,0.99,8.2,255,323,0.9458685124616516,0.30999028497409326,0.7265028777160822,0.9109605294381311,0.9486955198904693,0.5,0.8609949037803302,0.959344337111128,0.757283030349129
569,90310d3278778b8d,77.21,0.7720839615450236,Новичок,Ростов-на-Дону,Южный,Дом и сад,Инструменты,Makita,95,3.5,5.7,4.7,133,17.3,58,0.9,9.1,330,9,0.8561141958875282,0.7232836787564767,0.9160391470804493,0.46923036359321857,0.8664334068608808,0.6706746643187321,0.8338911285210822,0.7500316929083948,0.835120813366801
570,c97bad9c1e2694e7,77.2,0.7719743387495243,Постоянный клиент,Воронеж,Центральный,Авто,Запчасти,Hyundai/Kia,85,1.5,5.5,5.0,115,51.4,38,0.7,13.7,280,18,0.8294287670190919,0.9346259715025906,0.9060875738444766,0.9109605294381311,0.8323064831013413,0.17931432973805855,0.7013260312872391,0.16031540782434522,0.9929261428462767
571,8a4c0d612a1fceac,77.17,0.771691985514253,Новичок,Казань,Приволжский,Дом и сад,Мебель,Кровати,74,2.8,7.5,4.8,100,5.1,38,0.86,1.7,157,136,0.7908521589209199,0.8204069516407599,0.9688648867929313,0.6232499274922878,0.7931594026520625,0.9748239049086507,0.7013260312872391,0.6318932075758729,0.0896275449405441
